19881100000026,1018285,963692,1205843,1145073,6,29,27,24,26,13395.52,8924.01,7915.0,30234.53,0,0,0,0
19881100000038,2726400,2875885,4821120,3809113,2,10,8,6,8,2074.02,1413.6,1026.37,4513.99,0,0,0,0
19881100000040,1992960,1205280,950400,1437942,0,16,21,20,19,2545.39,3345.64,2740.93,8631.96,0,0,0,0
19881100000052,3542400,2505600,-1,5616000,0,9,3,2,4,3958.68,1042.88,925.68,5927.24,0,0,0,0
19881100000057,3240000,3530057,6451200,5020800,2,7,8,4,6,2164.57,1496.64,1039.33,4700.54,0,0,0,0
19881100000073,2332800,-1,-1,8195657,0,4,2,2,2,4262.82,628.36,802.96,5694.14,0,0,0,0
19881100000098,2220480,2985600,3381942,3116571,1,11,10,8,9,6838.36,4215.26,7624.56,18678.18,0,0,0,0
19881100000112,7632000,-1,-1,10771200,0,4,1,2,2,281.4,115.72,579.64,976.76,0,0,0,0
19881100000167,2476800,-1,-1,6523200,0,7,0,2,3,5268.11,0,691.27,5959.38,0,0,0,0
19881100000168,5235840,2340654,3853440,3786573,0,6,12,6,8,1928.12,11810.58,2898.07,16636.77,0,0,0,0
19881100000174,-1,3957120,6566400,4795200,0,0,6,5,3,0,1644.54,2187.93,3832.47,0,81,0,81
19881100000206,1157760,1373305,1261440,1319563,10,26,20,21,22,10065.62,10935.32,6144.13,27145.07,0,0,592,592
19881100000217,5667840,1497600,3525120,5823360,0,6,4,6,5,2577.09,2951.0,1878.78,7406.87,0,0,0,0
19881100000218,-1,1497600,2885760,7940945,0,2,4,6,4,435.44,2951.0,1116.66,4503.1,0,0,0,0
19881100000221,1220400,958761,1545035,1218940,3,25,32,18,25,10592.5,10865.0,4588.87,26046.37,0,144,0,144
19890100000009,-1,7819200,-1,8596800,0,2,3,2,2,440.1,294.5,2551.9,3286.5,0,0,0,0
19890100000014,5616000,5616000,1699200,5608800,0,4,5,4,4,5440.36,4448.74,5985.0,15874.1,0,0,0,0
19890100000016,2167200,617947,383862,693858,2,13,47,71,43,8948.22,19157.96,18105.99,46212.17,0,0,0,0
