id,travel_gap_2013,travel_gap_2014,travel_gap_2015,travel_gap,booking_count,frequency_count_2013,frequency_count_2014,frequency_count_2015,frequency_count,revenue_count_2013,revenue_count_2014,revenue_count_2015,revenue_count,duty_free_count_2013,duty_free_count_2014,duty_free_count_2015,duty_free_count
20000500001478,2793600,4824000,4521600,3903026,0,10,7,7,8,2533.93,1896.97,1571.72,6002.62,0,0,0,0
20000500001487,-1,-1,-1,-1,0,0,0,2,0,0,0,127.1,127.1,0,0,0,0
20000500001488,-1,-1,2548800,2548800,0,0,0,3,1,0,0,546.68,546.68,0,0,0,0
20000500001494,3159771,3225600,2999314,3400704,1,8,10,8,8,720.41,1030.56,1018.9,2769.87,0,0,0,0
20000500001506,5356800,1607040,1814400,3534886,0,5,11,8,8,944.21,2160.79,1135.17,4240.17,0,0,0,0
20000500001552,-1,-1,-1,-1,0,0,0,2,0,0,0,443.94,443.94,0,0,0,0
20000500001554,1180800,-1,820800,8380800,0,4,2,3,3,1269.3,607.5,475.82,2352.62,0,0,0,0
20000500001575,-1,-1,-1,19677600,0,2,1,2,1,302.0,186.5,189.28,677.78,0,0,422,422
20000500001577,5724000,-1,7862400,9063360,0,5,2,4,3,284.58,120.54,279.84,684.96,0,0,0,0
20000500001590,-1,-1,-1,-1,0,0,0,2,0,0,0,116.18,116.18,0,0,0,0
20000500001593,-1,2055085,3931200,2564715,1,2,15,3,6,135.26,1164.15,237.85,1537.26,0,29,0,29
20000500001613,-1,-1,3830400,3830400,0,0,0,4,1,0,0,3267.88,3267.88,0,0,0,0
20000500001648,4734720,2448000,3135085,4975623,3,6,4,8,6,2237.62,1063.56,3201.7,6502.88,0,0,0,0
20000500001649,10368000,10339200,-1,9830400,1,4,4,2,3,1480.56,956.76,469.76,2907.08,0,0,0,0
20000500001654,-1,-1,-1,-1,1,0,0,2,0,0,0,292.04,292.04,0,0,0,0
20000500001662,-1,-1,-1,-1,0,0,0,1,0,0,0,220.63,220.63,0,0,0,0
20000500001710,-1,-1,-1,-1,0,0,0,2,0,0,0,223.28,223.28,0,0,0,0
20000500001724,-1,-1,-1,-1,0,0,0,2,0,0,0,284.14,284.14,0,0,0,0
20000500001735,-1,-1,-1,11750400,0,0,2,1,1,0,261.44,135.46,396.9,0,0,0,0
20000500001771,8496000,2239200,1860480,2740500,1,4,13,16,11,1022.08,2504.9,2696.3,6223.28,0,0,0,0
20000500001782,-1,4708800,2160000,5659200,0,2,3,4,3,161.96,989.41,966.3,2117.67,0,0,0,0
20000500001819,-1,-1,-1,-1,0,0,0,2,0,0,0,281.0,281.0,0,0,0,0
20000500001836,3830400,3196800,-1,6854400,0,4,4,2,3,2625.86,1888.1,1491.22,6005.18,0,0,0,0
