id,travel_gap_2013,travel_gap_2014,travel_gap_2015,travel_gap,booking_count,frequency_count_2013,frequency_count_2014,frequency_count_2015,frequency_count,revenue_count_2013,revenue_count_2014,revenue_count_2015,revenue_count,duty_free_count_2013,duty_free_count_2014,duty_free_count_2015,duty_free_count
19970100000483,-1,-1,-1,-1,0,0,2,0,0,0,702.44,0,702.44,0,0,0,0
19970100000489,-1,743040,2177280,5071015,0,2,6,6,4,565.54,758.38,1310.31,2634.23,0,0,0,0
19970100000492,1779840,3801600,3214080,3839400,0,6,5,6,5,4.24,339.67,6.55,350.46,0,379,0,379
19970100000513,-1,-1,7214400,14688000,0,2,2,3,2,843.34,472.9,430.25,1746.49,0,0,0,0
19970100000523,-1,-1,-1,-1,0,0,0,2,0,0,0,260.74,260.74,0,0,0,0
19970100000531,-1,-1,3456000,8640000,0,0,2,4,2,0,0.0,0.0,0.0,0,0,0,0
19970100000537,1319563,13435200,3091200,3132000,0,12,3,10,8,2741.01,350.0,2355.29,5446.3,0,0,0,0
19970100000541,1722917,1715657,4492800,2323705,0,18,15,6,13,6885.97,5851.73,2789.76,15527.46,0,0,0,0
19970100000554,-1,-1,-1,-1,0,0,0,1,0,0,0,142.62,142.62,0,0,0,0
19970100000559,-1,-1,-1,10627200,0,0,2,2,1,0,0.0,113.2,113.2,0,0,0,0
19970100000589,-1,-1,2872800,2872800,0,0,0,5,1,0,0,801.85,801.85,0,0,0,0
19970100000594,-1,-1,-1,-1,0,0,0,2,0,0,0,191.42,191.42,0,0,0,0
19970100000640,432000,-1,489600,8677028,0,4,0,4,2,822.48,0,576.0,1398.48,0,0,0,0
19970100000725,3024000,760320,-1,5474618,0,4,6,2,4,989.37,1029.7,280.0,2299.07,0,0,0,0
19970100000757,-1,-1,6177600,6177600,0,0,0,3,1,0,0,862.93,862.93,0,0,0,0
19970100000759,-1,2764800,7488000,4900114,0,0,4,4,2,0,382.76,302.36,685.12,0,0,0,0
19970100000774,2790720,641828,5339520,3704400,0,11,8,6,8,1865.95,405.78,1010.83,3282.56,0,0,154,154
19970100000816,-1,-1,-1,-1,0,0,0,1,0,0,0,65.03,65.03,0,0,0,0
19970100000832,10137600,5166720,4348800,6486646,0,4,6,4,4,763.95,1154.04,659.16,2577.15,0,0,0,0
19970100000840,-1,2989440,2520000,3728492,0,1,6,7,4,129.0,749.66,824.84,1703.5,0,0,0,0
19970100000849,1771200,2484000,3283200,3228800,0,15,9,4,9,2505.06,1669.73,521.28,4696.07,0,0,0,0
19970100000875,-1,-1,-1,15746400,0,2,2,1,1,939.69,848.56,363.59,2151.84,0,0,0,0
19970100000877,-1,734400,-1,4428000,0,0,7,2,3,0,1651.16,1016.06,2667.22,0,0,0,0
19970100000887,2140061,3607200,1854276,2678400,0,14,5,14,11,2177.32,1740.66,2419.43,6337.41,0,0,0,0
19970100000897,-1,-1,3168000,3168000,0,0,0,4,1,0,0,505.32,505.32,0,0,0,0
19970100000911,2851200,-1,-1,10497600,0,4,2,1,2,1115.42,290.54,169.46,1575.42,0,0,0,0
19970100000927,-1,-1,-1,20880000,0,2,0,2,1,382.58,0,275.64,658.22,0,0,0,0
19970100000930,5140800,3678171,5633280,5605200,0,3,8,6,5,595.96,878.29,794.86,2269.11,0,0,0,0
19970100000939,-1,2178514,2318400,2168228,0,0,15,7,7,0,2513.38,1094.62,3608.0,0,0,0,0
19970100000957,-1,-1,3081600,3081600,0,0,0,4,1,0,0,1450.0,1450.0,0,0,0,0
19970100000958,-1,-1,-1,-1,0,0,0,2,0,0,0,273.98,273.98,0,0,0,0
19970100000964,3611520,1353600,2000492,3519860,0,6,4,14,8,568.4,594.3,4342.74,5505.44,111,447,0,558
19970100000973,-1,-1,-1,-1,0,0,0,2,0,0,0,301.86,301.86,0,0,0,0
19970100000975,1307781,905890,1323284,1176631,3,23,34,20,25,7118.03,8630.51,4803.25,20551.79,0,83,0,83
19970100000978,4860000,3818880,3033600,4203360,2,5,6,10,7,7257.1,5004.2,6716.93,18978.23,0,370,0,370
19970100000979,2534400,3381942,3888000,3571200,0,10,8,7,8,383.16,14.4,510.27,907.83,0,0,0,0
19970100001005,345600,3657600,-1,8510400,0,3,4,2,3,334.65,390.08,587.84,1312.57,0,0,0,0
19970100001019,-1,-1,-1,23788800,0,2,0,2,1,371.6,0,398.08,769.68,0,0,0,0
19970100001046,-1,-1,-1,9089280,0,2,2,2,2,0.0,216.72,230.36,447.08,0,0,0,0
19970100001047,-1,5385600,-1,5253120,0,0,4,2,2,0,1347.46,762.08,2109.54,0,0,0,0
19970100001052,-1,-1,6854400,10108800,0,0,2,4,2,0,231.62,1133.98,1365.6,0,0,0,0
19970100001061,-1,-1,-1,12303360,0,2,2,2,2,204.78,99.68,124.46,428.92,0,0,0,0
19970100001065,-1,-1,-1,-1,0,0,0,2,0,0,0,729.62,729.62,0,0,0,0
19970100001082,-1,-1,4896000,11281371,0,2,2,4,2,179.12,144.94,437.92,761.98,0,0,0,0
19970100001113,-1,-1,3611520,3611520,0,0,0,6,2,0,0,1069.96,1069.96,0,0,0,0
19970100001126,-1,-1,-1,-1,0,0,0,2,0,0,0,86.38,86.38,0,0,0,0
19970100001128,2160000,-1,8208000,8553600,0,4,2,3,3,673.5,3869.94,723.78,5267.22,0,0,0,0
19970100001129,-1,-1,7214400,7214400,0,0,0,3,1,0,0,636.96,636.96,0,0,0,0
19970100001132,2986971,3480685,3168000,4320000,0,8,8,4,6,642.8,594.46,314.16,1551.42,0,0,0,0
19970100001156,-1,-1,3571200,3571200,0,0,0,4,1,0,0,286.1,286.1,0,0,0,0
19970100001162,-1,-1,-1,-1,0,0,0,2,0,0,0,354.52,354.52,0,0,0,0
19970100001193,-1,-1,1123200,9898971,0,2,2,4,2,1480.16,347.42,492.06,2319.64,0,0,0,0
