id,travel_gap_2013,travel_gap_2014,travel_gap_2015,travel_gap,booking_count,frequency_count_2013,frequency_count_2014,frequency_count_2015,frequency_count,revenue_count_2013,revenue_count_2014,revenue_count_2015,revenue_count,duty_free_count_2013,duty_free_count_2014,duty_free_count_2015,duty_free_count
20060900001250,-1,-1,-1,-1,0,0,0,1,0,0,0,482.23,482.23,0,0,0,0
20060900001254,-1,-1,-1,-1,0,0,0,2,0,0,0,347.28,347.28,0,0,0,0
20060900001273,-1,-1,-1,-1,0,0,0,2,0,0,0,103.12,103.12,0,0,0,0
20060900001288,-1,-1,-1,-1,0,0,0,1,0,0,0,74.98,74.98,0,0,0,0
20060900001387,-1,-1,3784320,3484800,0,0,1,6,2,0,266.86,903.74,1170.6,0,0,0,0
20060900001401,5443200,1753920,3863314,3769200,0,6,11,8,8,65.36,636.15,534.58,1236.09,0,0,0,0
20060900001431,-1,-1,-1,-1,0,0,0,2,0,0,0,303.04,303.04,0,0,0,0
20060900001440,-1,-1,820800,820800,0,0,0,3,1,0,0,282.35,282.35,0,0,0,0
20061000000019,-1,-1,3916800,3650400,0,0,2,7,3,0,324.0,1007.09,1331.09,0,0,0,0
20061000000038,-1,-1,2332800,1728000,0,0,1,3,1,0,352.65,869.83,1222.48,0,0,0,0
20061000000117,-1,-1,-1,-1,0,0,0,2,0,0,0,277.46,277.46,0,0,0,0
20061000000162,-1,-1,-1,-1,0,0,0,2,0,0,0,349.1,349.1,0,0,0,0
20061000000184,2055085,1763576,1411200,1719529,1,15,18,19,17,3177.96,3407.44,3266.88,9852.28,0,0,0,0
20061000000283,-1,-1,-1,-1,0,0,0,2,0,0,0,169.18,169.18,0,0,0,0
20061000000328,-1,-1,-1,-1,0,0,0,2,0,0,0,317.76,317.76,0,0,0,0
20061000000340,-1,-1,-1,-1,0,0,0,2,0,0,0,389.06,389.06,0,0,0,0
20061000000373,-1,-1,-1,-1,0,0,0,2,0,0,0,1202.34,1202.34,0,0,0,0
20061000000395,-1,-1,-1,-1,0,0,0,2,0,0,0,299.92,299.92,0,0,0,0
20061000000400,2352000,3168000,-1,4066560,0,10,4,2,5,446.5,567.04,0.0,1013.54,0,0,0,0
20061000000454,4104000,449280,-1,7056000,0,3,6,1,3,662.62,1077.96,0.0,1740.58,0,0,0,0
20061000000457,-1,-1,-1,-1,0,0,0,2,0,0,0,271.14,271.14,0,0,0,0
20061000000461,-1,-1,-1,-1,0,0,0,2,0,0,0,262.6,262.6,0,0,0,0
20061000000465,5500800,1440000,3715200,6008727,0,4,4,4,4,647.26,1339.94,707.7,2694.9,0,0,0,0
20061000000576,-1,-1,-1,-1,0,0,0,2,0,0,0,243.16,243.16,0,0,0,0
20061000000589,-1,-1,-1,-1,0,0,0,2,0,0,0,255.18,255.18,0,0,0,0
20061000000604,3844800,5564160,2666057,3704400,0,3,6,8,5,572.29,1078.49,1093.67,2744.45,0,0,0,0
20061000000612,-1,-1,4838400,4838400,0,0,0,4,1,0,0,390.69,390.69,0,0,0,0
20061000000616,-1,6739200,4043520,5779200,0,0,4,6,3,0,713.02,1179.26,1892.28,0,0,0,0
20061000000623,-1,-1,-1,-1,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0
20061000000637,-1,-1,-1,-1,0,0,0,2,0,0,0,285.98,285.98,0,0,0,0
20061000000682,-1,-1,-1,-1,0,0,0,2,0,0,0,279.02,279.02,0,0,0,0
20061000000698,-1,2755200,3888000,4396235,0,2,10,6,6,90.46,254.72,138.63,483.81,0,0,0,0
20061000000715,-1,-1,1958400,11390400,0,1,2,4,2,272.8,260.26,547.3,1080.36,0,0,0,0
20061000000772,-1,-1,-1,-1,0,0,0,2,0,0,0,328.56,328.56,0,0,0,0
20061000000810,-1,-1,-1,-1,0,0,0,2,0,0,0,341.28,341.28,0,0,0,0
20061000000886,-1,-1,-1,-1,0,0,0,2,0,0,0,301.86,301.86,0,0,0,0
20061000000893,-1,-1,-1,-1,0,0,0,2,0,0,0,391.38,391.38,0,0,0,0
20061000000894,2797200,2554971,5011200,3905280,0,9,8,4,7,1721.7,1200.77,1021.46,3943.93,0,0,0,0
20061000000934,-1,-1,-1,-1,0,0,0,2,0,0,0,311.84,311.84,0,0,0,0
20061000000946,-1,-1,-1,-1,0,0,0,2,0,0,0,238.3,238.3,0,0,0,0
20061000001014,-1,-1,-1,-1,0,0,0,2,0,0,0,236.78,236.78,0,0,0,0
20061000001032,-1,-1,-1,-1,0,0,0,2,0,0,0,446.58,446.58,0,0,0,0
20061000001082,-1,-1,-1,5299200,0,0,2,2,1,0,74.39,354.56,428.95,0,0,0,0
20061000001084,-1,-1,-1,7387200,0,0,2,1,1,0,316.82,140.38,457.2,0,0,0,0
20061000001101,-1,-1,6436800,6436800,0,0,0,3,1,0,0,458.64,458.64,0,0,0,0
20061000001116,-1,-1,-1,-1,0,0,0,1,0,0,0,151.52,151.52,0,0,0,0
20061000001147,-1,-1,-1,-1,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0
20061000001154,-1,-1,-1,25574400,0,2,0,1,1,264.02,0,91.87,355.89,0,0,0,0
20061000001163,-1,-1,-1,-1,0,0,0,1,0,0,0,127.58,127.58,0,0,0,0
20061000001184,-1,-1,-1,-1,0,0,0,2,0,0,0,114.3,114.3,0,0,0,0
20061000001186,-1,-1,-1,-1,0,0,0,2,0,0,0,223.3,223.3,0,0,0,0
20061000001195,-1,-1,-1,-1,0,1,0,1,0,181.57,0,633.87,815.44,0,0,0,0
20061000001204,-1,-1,-1,-1,0,0,0,2,0,0,0,350.88,350.88,0,0,0,0
20061000001248,-1,-1,-1,-1,0,0,0,2,0,0,0,414.68,414.68,0,0,0,0
20061000001267,-1,-1,-1,-1,0,0,0,2,0,0,0,334.94,334.94,0,0,0,0
20061000001308,-1,-1,1814400,8847360,0,1,2,3,2,66.61,296.58,476.62,839.81,0,0,0,0
20061000001310,-1,-1,-1,-1,0,0,0,1,0,0,0,74.98,74.98,0,0,0,0
20061000001314,-1,-1,-1,-1,0,0,0,1,0,0,0,207.34,207.34,0,0,0,0
20061000001373,-1,-1,-1,-1,0,0,0,1,0,0,0,95.7,95.7,0,0,0,0
20061000001432,-1,-1,-1,-1,0,0,0,2,0,0,0,664.64,664.64,0,0,0,0
20061000001439,-1,-1,-1,-1,0,0,0,1,0,0,0,261.25,261.25,0,0,0,0
20061000001442,-1,-1,2390400,9133714,4,2,2,4,2,506.96,145.58,700.19,1352.73,0,0,0,0
20061000001448,-1,-1,2304000,8430171,0,2,2,4,2,231.69,214.6,709.15,1155.44,0,0,0,0
20061000001476,1950171,3218400,2207127,2478445,0,15,9,12,12,1345.19,847.27,1098.52,3290.98,0,0,0,0
20061000001498,-1,-1,3484800,3484800,0,0,0,4,1,0,0,744.24,744.24,0,0,0,0
20061100000017,1604571,1948800,2703085,3024000,0,8,10,8,8,2971.11,4549.58,2570.0,10090.69,0,0,0,0
20061100000021,-1,345600,288000,5245714,0,0,4,4,2,0,586.44,433.1,1019.54,0,0,0,0
20061100000131,-1,-1,-1,-1,0,0,0,2,0,0,0,203.36,203.36,0,0,0,0
20061100000159,-1,-1,-1,-1,0,0,0,2,0,0,0,253.9,253.9,0,0,0,0
20061100000173,-1,-1,-1,-1,0,0,0,2,0,0,0,351.53,351.53,0,0,0,0
20061100000183,-1,-1,-1,-1,0,0,0,1,0,0,0,165.75,165.75,0,0,0,0
20061100000212,-1,-1,-1,-1,0,0,0,2,0,0,0,584.06,584.06,0,0,0,0
20061100000279,-1,-1,-1,-1,0,0,0,2,0,0,0,742.58,742.58,0,0,0,0
