19881100000206,10.59,8.11678771016,2.08257142857
19881100000221,6.595,3.5232255625,0.15525
19890100000508,0.52,0.166150875,0.089375
19890200000100,0.8,0.49474205,0.2585
19890200000179,2.795,0.460924675,1.82525
19890200000468,0.2,0.108966,0.70675
19890200000627,4.715,3.6834644375,0.22755
19890300000054,3.385,1.60839643138,0.1611
19890300000267,6.0,1.8812475,0.52195
19890300000376,2.94,1.2613722,0.98395
19890300000394,0.94,0.5524904,0.97075
19890300000700,17.635,4.63689847497,2.29664285714
19890300000711,9.12,5.49278273333,47.4521772727
19890300000909,2.665,3.92295355,1.42992
19890400000537,0.76,0.1616692,0.0462
19890400000584,3.115,3.17420945,0.3915
19890400000750,6.36,3.32869436806,1.41129736842
19890400000752,6.94,5.54020599643,0.680142857143
19890400000897,1.64,1.1149259,0.1155
19890500000175,2.24,0.83654285,0.04785
19890500000363,11.815,8.96982896223,2.77641
19890500000431,2.8,1.67094455,0.287925
19890500000466,2.465,1.147408875,1.43518
19890600000309,1.16,0.399640175,0.20625
19890600000346,2.06,0.73478515,0.257125
19890600000401,2.88,6.7917025,0.608025
19890700000030,3.54,1.023022,0.22275
19890700000438,0.56,0.199464925,0.116325
19890900000075,0.2,0.0605,0.055
19890900000165,6.39,2.30496063052,1.13879807692
19891000000098,1.565,1.296117475,1.96055
19891000000255,3.785,7.44299667337,0.104291304348
19891100000298,3.365,3.66952725417,0.717269736842
19891200000060,0.84,0.2360325,0.44
19891200000116,2.73,5.2630612,1.3209
19891200000270,4.865,5.89802069309,0.472366666667
19900100000051,4.28,1.93504119167,0.334125
19900100000240,0.28,0.0275275,0.1595
19900100000278,3.74,0.397579325,0.317625
19900200000058,3.85,2.78580277857,0.2465
19900200000082,0.54,0.163123125,0.0462
19900200000268,3.01,1.9567069,0.104125
19900300000181,14.63,7.54960667574,0.427885714286
19900300000210,0.32,0.02416425,0.070125
19900300000235,3.315,0.89419735,0.422625
19900300000346,4.285,1.83471352143,0.152957142857
19900400000461,0.44,0.087701075,0.5445
19900400000540,0.32,0.04450655,0.12925
19900500000509,3.88,1.877747025,0.2145
19900600000175,7.67,2.8664424375,0.0695625
19900600000182,4.72,2.1167993,0.847275
19900600000398,8.08,3.09815695938,0.0807142857143
19900600000535,2.24,1.0169302,0.119625
19900600000581,0.2,0.06334625,0.1375
19900700000414,3.58,0.629495625,0.05555
19900700000524,1.68,0.2629792,0.23595
19900800000040,6.675,2.65145165565,0.265779032258
19900800000484,0.9,0.111159125,0.620125
19900900000598,4.28,1.466832125,0.259875
19900900000650,2.38,0.55658295,0.89155
19901000000130,1.76,0.45177,0.748275
19901000000181,7.125,2.94504311429,3.14449642857
19901000000280,1.72,0.755935125,1.0703
19901100000029,2.285,2.932240375,1.24218
19901100000037,5.075,2.76966174602,1.0795
19901100000174,5.66,1.88085955,0.252
19901100000201,1.24,0.327851425,0.468875
19901100000266,2.145,1.07104859286,0.230035714286
19901100000575,4.18,1.8364236,0.097125
19901200000329,2.24,0.50974055,0.254925
19901200000593,1.98,1.309058575,0.522775
19910100000040,8.98,9.02565722028,0.0745096153846
19910100000415,1.65,1.65460175,0.722625
19910100000685,0.4,0.10491965,0.103125
19910100000895,2.28,0.8194142,1.551
19910200000255,6.645,4.66566646828,1.06901470588
19910200000488,1.95,1.94482425,3.71
19910300000126,12.21,7.91636032587,4.83089012866
19910300000650,7.42,2.0353322,0.09075
19910400000471,1.0,0.09037765,0.0297
19910500000369,2.09,0.721414375,0.3055
19910500000627,1.64,0.4947448,0.15235
19910500000764,5.33,1.50985765,0.4345
19910500000769,1.52,0.659328725,0.030525
19910500000843,0.64,0.35011295,0.309375
19910600000042,3.205,2.96511234529,0.164892857143
19910700000417,0.72,0.246015,0.3135
19910700000799,3.66,0.9145004,1.075525
19910700000813,2.62,0.6595468,0.15675
19910700001395,2.2,0.42104975,0.0528
19910800000073,3.66,0.73371155,0.20845
19910800000440,0.94,0.292268075,0.213125
19910800000694,1.76,0.63970775,0.10725
19910800001116,1.76,0.251283725,0.3685
19910800001191,1.7,0.2629781,0.141075
19910900000122,7.2,4.92732892204,0.175620689655
19910900000135,0.8,0.285208825,3.362425
19910900000264,15.385,2.0036076956,0.0686024096386
19910900000590,1.08,0.2971463,0.501875
19910900000773,8.55,5.20278202688,0.133460526316
19910900001041,0.28,0.0875765,0.158125
19910900001059,1.7,0.231347325,0.361625
19911000000124,3.65,1.46948445,0.475575
19911000000537,5.07,1.67195215588,0.0853176470588
19911000000646,6.55,2.31684496348,0.111232758621
19911100000051,0.32,0.1857625,0.3267
19911100000778,3.185,0.76677325,0.6993375
19911100000913,2.58,1.599268825,0.16775
19911100000979,7.6,2.82828975,1.9679
19911100001032,6.565,3.35598556084,5.48025
19911100001171,8.735,3.41669018125,0.50925
19911100001193,1.92,1.191210075,0.228525
19911200000260,2.74,1.05617985,0.2057
19911200000270,0.8,0.11347655,0.254925
19911200000546,6.08,3.37132235,0.01925
19911200000677,1.52,0.80957195,0.5335
19911200000780,0.78,0.326269625,0.5368
19911200000898,18.36,21.9149555964,14.4420447679
19920100000095,1.53,0.4828,2.115
19920100000274,1.52,1.0202159,0.252175
19920100000294,0.62,0.437452675,0.985875
19920100000513,1.92,0.51036095,0.0616
19920100000643,5.185,0.490910754545,0.1806
19920100000825,0.32,0.2942599,0.9504
19920100001045,0.5,0.22886545,0.22825
19920100001268,3.0,1.84686755,0.94545
19920200000062,2.46,0.9789197,27.13975
19920200000093,1.36,0.65387355,0.92345
19920200000310,0.8,0.3048793,0.253275
19920200000521,1.1,0.41324415,0.0484
19920300000483,0.76,0.08116845,0.2706
19920300000739,1.98,0.31600965,0.143
19920300001007,1.61,0.30466745,1.133875
19920300001021,0.92,0.31773995,0.284625
